kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;type_gasinstallatie
00JFN8;Personenauto;AUDI;AUDI A3;20230415;20180414;stationwagen;GRIJS;Niet geregistreerd;4;1285;1385;20090508;20090508;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1870;0;0.07;258;Nee;Nee;Nee;3140;2022;Logisch;00;Ja;2023-04-15T00:00:00.000;2018-04-14T00:00:00.000;2009-05-08T00:00:00.000;2009-05-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5709;5;1390;1870;690;1200;30692;8P;e1*2001/116*0217*23;SCAXCF1;FD7AM006R8P607MG;0;A;;;;;
00JGF7;Personenauto;AUDI;AUDI A4;20230318;20180309;stationwagen;GRIJS;Niet geregistreerd;4;1445;1545;20090519;20090519;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2040;0;0.08;282;Nee;Nee;Nee;3410;2022;Logisch;00;Ja;2023-03-18T00:00:00.000;2018-03-09T00:00:00.000;2009-05-19T00:00:00.000;2009-05-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9240;5;1798;2040;750;1300;42643;B8;e1*2001/116*0430*11;ACDHBF1;FM6B1001R8K607MG;0;B;;;;;
00JGL1;Personenauto;AUDI;AUDI A4;20230708;20220227;stationwagen;GRIJS;Niet geregistreerd;4;1580;1680;20090611;20090611;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2175;0;0.09;282;Nee;Nee;Nee;3945;2022;Logisch;00;Ja;2023-07-08T00:00:00.000;2022-02-27T00:00:00.000;2009-06-11T00:00:00.000;2009-06-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12896;5;1984;2175;750;1700;57176;B8;e1*2001/116*0430*11;ACDNCQ1;QD7B5013R8K617MG;0;B;0.00;;;;
00JGX4;Personenauto;AUDI;AUDI A3;20230826;20161014;stationwagen;GRIJS;Niet geregistreerd;4;1200;1300;20090612;20090612;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1785;0;0.06;258;Nee;Nee;Nee;3055;2022;Logisch;00;Ja;2023-08-26T00:00:00.000;2016-10-14T00:00:00.000;2009-06-12T00:00:00.000;2009-06-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6066;5;1595;1785;650;1200;27947;8P;e1*2001/116*0217*23;SBSEF1;FM5AF006R8P600GG;0;C;;;;;
00JGX5;Personenauto;AUDI;AUDI Q5;20230622;20221103;stationwagen;ZWART;Niet geregistreerd;4;1715;1815;20090522;20090522;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2320;0;0.09;282;Nee;Nee;Nee;4405;2022;Logisch;00;Ja;2023-06-22T00:00:00.000;2022-11-03T00:00:00.000;2009-05-22T00:00:00.000;2009-05-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16422;5;1984;2320;750;2000;69109;8R;e1*2001/116*0473*01;XCDNCQ1;QD7B5017R8R707MG;0;C;;;;;
00JJB5;Personenauto;AUDI;AUDI A6;20230906;20200904;stationwagen;GRIJS;Niet geregistreerd;4;1595;1695;20090611;20090611;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schutbord;2250;0;0.07;286;Nee;Nee;Nee;3760;2022;Logisch;00;Ja;2023-09-06T00:00:00.000;2020-09-04T00:00:00.000;2009-06-11T00:00:00.000;2009-06-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10268;5;1984;2250;750;1500;46730;4F;e1*2001/116*0254*21;ABPJF1;FAV1J004R4F60S57MG;0;B;0.00;;;;
00JJF7;Personenauto;AUDI;AUDI Q5;20230607;20180412;stationwagen;GRIJS;Niet geregistreerd;4;1715;1815;20090605;20090605;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2320;0;0.09;282;Nee;Nee;Nee;4405;2022;Logisch;00;Ja;2023-06-07T00:00:00.000;2018-04-12T00:00:00.000;2009-06-05T00:00:00.000;2009-06-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16168;5;1984;2320;750;2000;68102;8R;e1*2001/116*0473*01;XCDNCQ1;QD7B5017R8R707MG;0;C;;;;;
00JJR8;Personenauto;AUDI;AUDI A6;20230612;20090612;stationwagen;BLAUW;Niet geregistreerd;6;1765;1865;20090612;20090612;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schutbord;2420;0;0.11;286;Nee;Nee;Nee;4330;2023;Logisch;00;Ja;2023-06-12T00:00:00.000;2009-06-12T00:00:00.000;2009-06-12T00:00:00.000;2009-06-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;24100;5;2995;2420;750;1900;91747;4F;e1*2001/116*0254*18;ACAJAQ1;QA69L159R4F90S57MG;0;D;;;;;
00JJX9;Personenauto;AUDI;AUDI A5 CABRIOLET;20230318;20190308;cabriolet;BEIGE;Niet geregistreerd;6;1685;1785;20090612;20090612;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. schroefveerkoker;2210;0;0.11;276;Nee;Nee;Nee;3960;2022;Logisch;00;Ja;2023-03-18T00:00:00.000;2019-03-08T00:00:00.000;2009-06-12T00:00:00.000;2009-06-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;15367;4;3197;2210;750;1700;64917;B8;e1*2001/116*0430*12;KCALAF1;FAVAW002R8F607MGEM0;0;C;0.00;;;;
00JKL1;Personenauto;AUDI;AUDI A4;20240129;20190301;stationwagen;BLAUW;Niet geregistreerd;4;1580;1680;20090622;20090622;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2175;0;0.09;282;Nee;Nee;Nee;3945;2023;Logisch;00;Ja;2024-01-29T00:00:00.000;2019-03-01T00:00:00.000;2009-06-22T00:00:00.000;2009-06-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12755;5;1984;2175;750;1700;56616;B8;e1*2001/116*0430*12;ACDNCQ1;QD7B5013R8K617MGEM0;0;B;0.00;;;;
00JLF9;Personenauto;AUDI;AUDI A4 CABRIOLET;20230711;20171116;cabriolet;GRIJS;Niet geregistreerd;4;1605;1705;20090626;20090626;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;2110;0;0.09;266;Nee;Nee;Nee;3640;2022;Geen oordeel;05;Ja;2023-07-11T00:00:00.000;2017-11-16T00:00:00.000;2009-06-26T00:00:00.000;2009-06-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12893;4;1984;2110;750;1500;;;e1*2001/116*0177*10;KBWEF1;FAVJ00R8H60;0;D;;;;;
00JLK8;Personenauto;AUDI;200;20240927;20140830;sedan;GRIJS;Niet geregistreerd;5;1310;1410;19860303;20090624;Geen verstrekking in Open Data;Ja;4;4;;;;;M1;schutbord motorruimte;1960;;0.09;269;Nee;Nee;Nee;3660;2022;Geen oordeel;05;Ja;2024-09-27T00:00:00.000;2014-08-30T00:00:00.000;1986-03-03T00:00:00.000;2009-06-24T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;5;2200;1960;680;1700;;;;;;;;;;;;G2 gasinstallatie
00JNG1;Personenauto;AUDI;AUDI Q5;20240222;20180228;terreinvoertuig;GRIJS;Niet geregistreerd;4;1730;1830;20090710;20090710;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2365;0;0.08;282;Nee;Nee;Nee;4445;2023;Logisch;00;Ja;2024-02-22T00:00:00.000;2018-02-28T00:00:00.000;2009-07-10T00:00:00.000;2009-07-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16784;5;1984;2365;750;2000;70551;8R;e1*2001/116*0473*02;XCDNCQ1;QD7B5017R8R707MG;0;C;0.00;;;;
00JNH4;Personenauto;AUDI;AUDI A4;20230412;20210313;sedan;ZWART;Niet geregistreerd;4;1385;1485;20090707;20090707;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;1960;0;0.06;282;Nee;Nee;Nee;3330;2022;Logisch;00;Ja;2023-04-12T00:00:00.000;2021-03-13T00:00:00.000;2009-07-07T00:00:00.000;2009-07-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7284;5;1798;1960;740;1300;34871;B8;e1*2001/116*0430*12;LCDHAF1;FM6B1001R8K607MGEM0;0;B;;;;;
00JNN2;Personenauto;AUDI;AUDI A4;20240122;20140109;stationwagen;ZWART;Niet geregistreerd;4;1445;1545;20090708;20090708;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2040;0;0.06;282;Nee;Nee;Nee;3410;2022;Logisch;00;Ja;2024-01-22T00:00:00.000;2014-01-09T00:00:00.000;2009-07-08T00:00:00.000;2009-07-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8680;5;1798;2040;750;1300;40417;B8;e1*2001/116*0430*12;ACDHAF1;FM6B1001R8K607MGEM0;0;B;;;;;
00JNX2;Personenauto;AUDI;AUDI A4;20230715;20100528;stationwagen;ZWART;Niet geregistreerd;4;1525;1625;20090715;20090715;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;2120;0;0.07;282;Nee;Nee;Nee;3690;2022;Logisch;00;Ja;2023-07-15T00:00:00.000;2010-05-28T00:00:00.000;2009-07-15T00:00:00.000;2009-07-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9811;5;1798;2120;750;1500;44914;B8;e1*2001/116*0430*08;ACDHBQ1;QM6B2012R8K607MG;0;B;0.00;;;;
00JPD7;Personenauto;AUDI;AUDI A3;20230808;20150330;stationwagen;WIT;Niet geregistreerd;4;1285;1385;20090716;20090716;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1870;0;0.07;258;Nee;Nee;Nee;3140;2022;Logisch;00;Ja;2023-08-08T00:00:00.000;2015-03-30T00:00:00.000;2009-07-16T00:00:00.000;2009-07-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7833;5;1390;1870;690;1200;39134;8P;e1*2001/116*0217*24;SCAXCF1;FD7AM006R8P607MGEM0;0;A;;;;;
00JSG4;Personenauto;AUDI;AUDI A4;20230807;20140430;stationwagen;GRIJS;Niet geregistreerd;4;1445;1545;20090807;20090807;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2040;0;0.06;282;Nee;Nee;Nee;3410;2022;Logisch;00;Ja;2023-08-07T00:00:00.000;2014-04-30T00:00:00.000;2009-08-07T00:00:00.000;2009-08-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7855;5;1798;2040;750;1300;37139;B8;e1*2001/116*0430*12;ACDHAF1;FM6B1001R8K607MGEM0;0;B;;;;;
00JSH1;Personenauto;AUDI;AUDI A3;20230418;20090806;hatchback;BLAUW;Niet geregistreerd;4;1335;1435;20080702;20090806;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1920;0;0.10;258;Nee;Nee;Nee;3490;2022;Geen oordeel;07;Ja;2023-04-18T00:00:00.000;2009-08-06T00:00:00.000;2008-07-02T00:00:00.000;2009-08-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11588;5;1984;1920;710;1500;;;e1*2001/116*0217*19;LBWAF1;FM62Q011R8P60T40GG;0;E;;;;;
00JSK1;Personenauto;AUDI;AUDI A3;20230408;20170311;stationwagen;BLAUW;Niet geregistreerd;4;1295;1395;20090818;20090818;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1880;0;0.08;258;Nee;Nee;Nee;3350;2022;Logisch;00;Ja;2023-04-08T00:00:00.000;2017-03-11T00:00:00.000;2009-08-18T00:00:00.000;2009-08-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9198;5;1798;1880;690;1400;40395;8P;e1*2001/116*0217*25;SCDAAF1;FM62S002R8P607MGEM0;0;C;;;;;
00JSP6;Personenauto;AUDI;AUDI A5 CABRIOLET;20230920;20180920;cabriolet;GRIJS;Niet geregistreerd;4;1605;1705;20090814;20090814;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;r. schroefveerkoker;2130;0;0.09;276;Nee;Nee;Nee;3680;2022;Logisch;00;Ja;2023-09-20T00:00:00.000;2018-09-20T00:00:00.000;2009-08-14T00:00:00.000;2009-08-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12696;4;1984;2130;750;1500;58466;B8;e1*2001/116*0430*10;KCDNCF1;FM6B1004R8F607MG;0;A;;;;;
00JSZ5;Personenauto;AUDI;AUDI Q5;20240126;20150826;stationwagen;ZWART;Niet geregistreerd;4;1715;1815;20080715;20090814;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2320;0;0.09;282;Nee;Nee;Nee;4405;2022;Geen oordeel;05;Ja;2024-01-26T00:00:00.000;2015-08-26T00:00:00.000;2008-07-15T00:00:00.000;2009-08-14T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;17399;5;1984;2320;750;2000;;8R;e1*2001/116*0473*00;XCDNCQ1;QD7B5017R8R207MG;0;C;;;;;
00JTG6;Personenauto;AUDI;AUDI A3;20231026;20230110;hatchback;GRIJS;Niet geregistreerd;4;1375;1475;20060801;20090819;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op voorwielscherm onder motorkap;1960;0;0.07;258;Nee;Nee;Nee;3430;2023;Geen oordeel;05;Ja;2023-10-26T00:00:00.000;2023-01-10T00:00:00.000;2006-08-01T00:00:00.000;2009-08-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12019;5;1968;1960;730;1400;;;e1*2001/116*0217*13;LBMMF1;FD62E018R8P60T47GG;0;D;;;;;
00JTH8;Personenauto;AUDI;AUDI Q5;20230421;20180714;stationwagen;GRIJS;Niet geregistreerd;4;1705;1805;20080801;20090925;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2310;0;0.07;282;Nee;Nee;Nee;4395;2023;Geen oordeel;05;Ja;2023-04-21T00:00:00.000;2018-07-14T00:00:00.000;2008-08-01T00:00:00.000;2009-09-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13786;5;1968;2310;750;2000;;8R;e1*2001/116*0473*00;XCAHAQ1;QM6B2016R8R707GG;0;C;;;;;
00JVP8;Personenauto;AUDI;8G AUDI CABRIO;20230514;20110416;cabriolet;ZWART;Niet geregistreerd;6;1390;1490;19980512;20090911;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden op schutbord onder motorkap;1815;1;0.07;255;Nee;Ja;Nee;2845;2022;Geen oordeel;05;Ja;2023-05-14T00:00:00.000;2011-04-16T00:00:00.000;1998-05-12T00:00:00.000;2009-09-11T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11334;4;2598;1815;740;1000;;;e1*92/53*0002*05;KABCF1;FM52DRR92S4O;0;;;;;;
00JVT8;Personenauto;AUDI;Q7;20240116;20190116;stationwagen;GRIJS;Niet geregistreerd;6;2357;2457;20071221;20090908;Geen verstrekking in Open Data;Nee;4;4;;;;;M1;r. a. kofferruimte;3085;;0.08;300;Ja;Nee;Nee;;2023;Geen oordeel;05;Nee;2024-01-16T00:00:00.000;2019-01-16T00:00:00.000;2007-12-21T00:00:00.000;2009-09-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;22626;5;3597;3085;750;3000;;;;;;;;;;;;
00JVV8;Personenauto;AUDI;AUDI A4;20230615;20220811;stationwagen;GRIJS;Niet geregistreerd;4;1445;1545;20090918;20090918;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. schroefveerkoker;2040;0;0.06;282;Nee;Nee;Nee;3410;2022;Logisch;00;Ja;2023-06-15T00:00:00.000;2022-08-11T00:00:00.000;2009-09-18T00:00:00.000;2009-09-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7855;5;1798;2040;750;1300;37139;B8;e1*2001/116*0430*12;ACDHAF1;FM6B1001R8K607MGEM0;0;B;;;;;
00JXP1;Personenauto;AUDI;AUDI A3;20231112;20190321;stationwagen;GRIJS;Niet geregistreerd;4;1310;1410;20090924;20090924;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1895;0;0.08;258;Nee;Nee;Nee;3365;2022;Logisch;00;Ja;2023-11-12T00:00:00.000;2019-03-21T00:00:00.000;2009-09-24T00:00:00.000;2009-09-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8340;5;1798;1895;700;1400;39067;8P;e1*2001/116*0217*25;SCDAAF1;FD7AM006R8P607MGEM0;0;B;0.00;;;;
00JXR8;Personenauto;AUDI;AUDI A4;20230928;20160402;stationwagen;GRIJS;Niet geregistreerd;4;1445;1545;20090928;20090928;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op r. schroefveerkoker onder motorkap;2040;0;0.08;282;Nee;Nee;Nee;3410;2022;Logisch;00;Ja;2023-09-28T00:00:00.000;2016-04-02T00:00:00.000;2009-09-28T00:00:00.000;2009-09-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;8069;5;1798;2040;750;1300;37990;B8;e1*2001/116*0430*06;ACABBF1;FM6B1001R8K60;0;B;;;;;
00JXZ1;Personenauto;AUDI;AUDI A3;20240109;20180111;stationwagen;ZWART;Niet geregistreerd;4;1270;1370;20090924;20090924;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. voorwielscherm;1855;0;0.07;258;Nee;Nee;Nee;3125;2023;Logisch;00;Ja;2024-01-09T00:00:00.000;2018-01-11T00:00:00.000;2009-09-24T00:00:00.000;2009-09-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;5467;5;1390;1855;680;1200;29730;8P;e1*2001/116*0217*25;SCAXCF1;FM6AJ008R8P607MGEM1;0;A;;;;;
00JZF7;Personenauto;AUDI;AUDI Q7;20231227;20210515;stationwagen;ZWART;Niet geregistreerd;6;2210;2310;20071221;20090926;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. in kofferruimte;3030;0;0.09;301;Nee;Nee;Nee;6330;2022;Geen oordeel;05;Ja;2023-12-27T00:00:00.000;2021-05-15T00:00:00.000;2007-12-21T00:00:00.000;2009-09-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16055;7;3597;3030;750;3200;;;e1*2001/116*0350*08;XBHKQ1;QA6AT001R4L210GGS7FL;0;E;;;;;
